VARIABLES="X","RHO","U","P","T",
0.00500000	0.99999988	0.00000024	0.99999994	1.00000012
0.01500000	0.99999952	0.00000064	0.99999934	0.99999982
0.02500000	0.99999875	0.00000153	0.99999821	0.99999946
0.03500000	0.99999744	0.00000338	0.99999630	0.99999887
0.04500000	0.99999392	0.00000704	0.99999183	0.99999791
0.05500000	0.99998808	0.00001420	0.99998337	0.99999529
0.06500000	0.99997699	0.00002773	0.99996740	0.99999040
0.07500000	0.99995565	0.00005262	0.99993825	0.99998260
0.08499999	0.99991786	0.00009730	0.99988532	0.99996746
0.09499999	0.99985200	0.00017548	0.99979270	0.99994069
0.10500000	0.99973923	0.00030884	0.99963504	0.99989581
0.11499999	0.99955213	0.00053031	0.99937320	0.99982101
0.12499999	0.99925023	0.00088802	0.99895024	0.99969977
0.13500001	0.99877518	0.00144996	0.99828631	0.99951053
0.14500000	0.99805069	0.00230843	0.99727243	0.99922019
0.15500000	0.99697512	0.00358286	0.99576914	0.99879038
0.16500001	0.99542487	0.00542166	0.99360353	0.99817032
0.17500000	0.99325299	0.00800032	0.99057364	0.99730247
0.18500000	0.99029779	0.01151632	0.98645520	0.99611974
0.19499999	0.98638582	0.01618041	0.98101431	0.99455434
0.20500000	0.98134863	0.02220511	0.97402406	0.99253619
0.21500000	0.97503048	0.02979213	0.96528161	0.99000144
0.22499999	0.96730149	0.03911985	0.95462495	0.98689497
0.23500000	0.95806831	0.05033315	0.94194627	0.98317236
0.24500000	0.94727784	0.06353683	0.92720038	0.97880507
0.25500000	0.93492055	0.07879244	0.91040760	0.97378069
0.26499999	0.92103070	0.09611961	0.89164853	0.96809858
0.27500001	0.90567923	0.11549924	0.87105793	0.96177310
0.28500000	0.88896811	0.13688017	0.84881222	0.95482868
0.29499999	0.87102145	0.16018537	0.82511812	0.94729942
0.30500001	0.85198027	0.18531942	0.80020005	0.93922371
0.31500000	0.83199316	0.21217458	0.77428949	0.93064404
0.32499999	0.81121111	0.24063642	0.74761593	0.92160463
0.33500001	0.78978330	0.27058807	0.72040033	0.91214937
0.34500000	0.76785213	0.30191368	0.69285005	0.90232223
0.35499999	0.74555242	0.33450037	0.66515559	0.89216477
0.36500001	0.72300935	0.36823940	0.63748974	0.88171715
0.37500000	0.70033807	0.40302703	0.61000609	0.87101662
0.38499999	0.67764443	0.43876338	0.58284110	0.86009872
0.39499998	0.65502375	0.47535241	0.55611384	0.84899795
0.40500000	0.63256484	0.51269960	0.52992916	0.83774680
0.41499999	0.61034876	0.55070925	0.50437850	0.82637751
0.42499998	0.58845216	0.58928162	0.47954312	0.81492287
0.43500000	0.56695002	0.62830585	0.45549849	0.80341911
0.44499999	0.54591942	0.66765219	0.43231681	0.79190588
0.45499998	0.52544528	0.70715630	0.41007483	0.78043300
0.46500000	0.50563222	0.74659276	0.38886464	0.76906615
0.47499999	0.48662215	0.78562713	0.36881205	0.75790232
0.48499998	0.46863344	0.82371569	0.35011443	0.74709654
0.49500000	0.45203906	0.85990286	0.33311662	0.73692000
0.50500000	0.43753809	0.89237320	0.31847939	0.72788954
0.51499999	0.42646870	0.91763175	0.30748546	0.72100359
0.52499998	0.42082354	0.93041492	0.30205402	0.71776879
0.53499997	0.42014953	0.93133503	0.30167237	0.71801192
0.54500002	0.42001712	0.93081242	0.30189955	0.71877915
0.55500001	0.41972592	0.93043602	0.30206564	0.71967351
0.56500000	0.41924074	0.93014842	0.30219498	0.72081494
0.57499999	0.41847318	0.92992055	0.30229986	0.72238767
0.58499998	0.41727093	0.92973334	0.30238837	0.72468114
0.59499997	0.41540366	0.92957598	0.30246523	0.72812366
0.60500002	0.41256422	0.92944235	0.30253309	0.73329937
0.61500001	0.40839487	0.92932701	0.30259439	0.74093580
0.62500000	0.40254200	0.92922789	0.30265012	0.75184733
0.63499999	0.39473748	0.92914295	0.30270126	0.76684195
0.64499998	0.38488507	0.92907006	0.30274880	0.78659534
0.65499997	0.37312466	0.92900878	0.30279297	0.81150615
0.66499996	0.35985267	0.92895836	0.30283412	0.84155029
0.67500001	0.34568349	0.92891645	0.30287266	0.87615597
0.68500000	0.33135873	0.92888093	0.30290833	0.91414016
0.69499999	0.31763008	0.92884797	0.30293992	0.95375073
0.70499998	0.30514455	0.92880893	0.30296537	0.99285853
0.71499997	0.29435864	0.92874849	0.30297956	1.02928710
0.72499996	0.28549999	0.92863590	0.30297318	1.06120205
0.73500001	0.27857301	0.92841583	0.30292806	1.08742785
0.74500000	0.27339965	0.92798871	0.30281109	1.10757673
0.75500000	0.26967549	0.92717737	0.30256370	1.12195468
0.76499999	0.26702201	0.92567754	0.30208501	1.13131130
0.77499998	0.26502204	0.92297804	0.30120596	1.13653171
0.78499997	0.26323023	0.91823900	0.29965159	1.13836312
0.79499996	0.26115537	0.91011590	0.29698798	1.13720798
0.80500001	0.25822112	0.89650464	0.29255775	1.13297379
0.81500000	0.25371617	0.87421644	0.28541696	1.12494588
0.82499999	0.24676755	0.83863491	0.27432469	1.11167240
0.83499998	0.23640621	0.78357095	0.25789705	1.09090638
0.84499997	0.22183941	0.70191276	0.23511155	1.05982769
0.85499996	0.20303868	0.58830374	0.20631078	1.01611567
0.86500001	0.18152072	0.44537562	0.17439567	0.96074802
0.87500000	0.16061307	0.29187080	0.14485233	0.90187132
0.88499999	0.14412881	0.16056155	0.12300632	0.85344714
0.89499998	0.13384643	0.07487081	0.11026561	0.82382178
0.90499997	0.12867023	0.03109758	0.10417347	0.80961597
0.91499996	0.12643164	0.01212632	0.10161303	0.80369937
0.92500001	0.12554146	0.00458540	0.10060784	0.80139136
0.93500000	0.12520160	0.00170647	0.10022592	0.80051631
0.94499999	0.12507431	0.00062858	0.10008319	0.80018979
0.95499998	0.12502709	0.00022961	0.10003041	0.80006993
0.96499997	0.12500992	0.00008319	0.10001104	0.80002481
0.97499996	0.12500353	0.00002992	0.10000400	0.80000943
0.98499995	0.12500127	0.00001069	0.10000145	0.80000347
0.99500000	0.12500040	0.00000378	0.10000053	0.80000168
